ID;TERMS (PT-NPT);RELATIONS;PT;MT
3494;resolution of the European Parliament;USE;EP resolution;1011 European Union law
3531;resources of the sea;;;5211 natural environment
1756;respiratory disease;;;2841 health
1756;respiratory disorder;USE;respiratory disease;2841 health
6401;responsibility for environmental damage;USE;environmental liability;5206 environmental policy
4011;responsibility of an administration;USE;administrative responsibility;0436 executive power and public service
3354;rest day;USE;weekly rest period;4416 organisation of work and working conditions
4435;rest period;;;4416 organisation of work and working conditions
1373;restaurant;USE;catering industry;2826 social affairs
1373;restaurant industry;USE;catering industry;2826 social affairs
4877;restitution of cultural objects;USE;cultural object;2831 culture and religion
3611;restoration of customs duties;;;2011 tariff policy
3611;restoration of customs tariff;USE;restoration of customs duties;2011 tariff policy
2840;restoration of the cultural heritage;USE;heritage protection;2831 culture and religion
8443;restorative justice;;;1221 justice
3588;restriction of liberty;;;1216 criminal law
3581;restriction on competition;;;4031 competition
3584;restriction on trade;USE;trade restriction;2021 international trade
c_1c478aa5;restrictive measure of the European Union;USE;EU restrictive measure;1016 European construction
802;restrictive trade practice;;;4031 competition
4309;restrictive-practice authorisation;;;4031 competition
4309;restrictive-practice authorization;USE;restrictive-practice authorisation;4031 competition
354;restrictive-practice notification;;;4031 competition
3600;restructuring plan;USE;industrial restructuring;6806 industrial structures and policy
7215;result of the vote;;;0416 electoral procedure and voting
5972;result-based budgeting;USE;programme budgeting;2436 public finance and budget policy
5;retail dealer;USE;retail trade;2036 distributive trades
2434;retail outlet;;;2036 distributive trades
2652;retail price;;;2451 prices
2646;retail price maintenance;USE;price agreement;4031 competition
4666;retail selling;;;2031 marketing
5;retail trade;;;2036 distributive trades
5;retailer;USE;retail trade;2036 distributive trades
3623;retired person;;;4406 employment
3623;retired worker;USE;retired person;4406 employment
5329;retirement age;USE;retirement conditions;4406 employment
5329;retirement conditions;;;4406 employment
3358;retirement home;USE;social facilities;2836 social protection
3751;retirement pension;USE;pension scheme;2836 social protection
3532;retraining of skills;USE;updating of skills;4406 employment
2904;retraining of workers;USE;vocational retraining;4406 employment
3921;retroactive effect;USE;retroactivity of a law;1206 sources and branches of the law
3921;retroactivity;USE;retroactivity of a law;1206 sources and branches of the law
3921;retroactivity of a law;;;1206 sources and branches of the law
950;return decision;USE;removal;1216 criminal law
1911;return migration;;;2811 migration
4877;return of cultural objects;USE;cultural object;2831 culture and religion
3674;return on capital;USE;investment income;2426 financing and investment
3516;return to employment;USE;reintegration into working life;4406 employment
3516;return to the labour market;USE;reintegration into working life;4406 employment
4596;reunification;USE;national unification;0806 international affairs
3502;reunification of Germany;USE;unification of Germany;0816 international security
1912;reuniting families;USE;family migration;2811 migration
c_d02647e2;reuse of public sector information;USE;right to reuse information;3231 information and information processing
2947;reuse of waste;USE;waste recycling;5206 environmental policy
2960;revaluation;;;2411 monetary economics
2911;revenue;;;4026 accounting
5954;review procedure;USE;appeal;1221 justice
5870;revision of a treaty;USE;revision of an agreement;0806 international affairs
5870;revision of an agreement;;;0806 international affairs
5872;revision of financial perspectives;;;1021 EU finance
2969;revision of the CAP;USE;reform of the CAP;5606 agricultural policy
5871;revision of the EC Treaty;USE;revision of the Treaty (EU);1011 European Union law
5871;revision of the Treaty (EU);;;1011 European Union law
6621;revocation;USE;repeal;1226 organisation of the legal system
4730;revolution;USE;political violence;0431 politics and public safety
1174;revolutionary government;USE;rebel government;0406 political framework
2619;reward;USE;bonus payment;4421 personnel management and staff remuneration
1909;rhythm of migration;USE;migration;2811 migration
3732;rice;;;6006 plant product
2297;rich country;USE;industrialised country;1611 economic conditions
2297;rich nation;USE;industrialised country;1611 economic conditions
3721;riches;USE;wealth;1626 national accounts
582;right;USE;political right;0411 political party
3938;right of access;USE;easement;1211 civil law
5093;right of accession;USE;acquisition of property;1211 civil law
5596;right of action;;;1221 justice
1618;right of association;USE;freedom of association;1236 rights and freedoms
5597;right of asylum;;;1231 international law
5296;right of child custody;USE;custody;2806 family
5296;right of custody of children;USE;custody;2806 family
532;right of establishment;;;4406 employment
2578;right of initiative;USE;power of initiative;0406 political framework
556;right of occupancy;USE;housing law;2846 construction and town planning
8426;right of personal portrayal;;;1236 rights and freedoms
546;right of pre-emption;;;1211 civil law
1625;right of public meeting;USE;freedom of assembly;1236 rights and freedoms
437539;right of reply;;;3231 information and information processing
547;right of repossession;;;2846 construction and town planning
5114;right of veto;USE;veto;0406 political framework
3938;right of way;USE;easement;1211 civil law
c_8a6f744c;right of withdrawal from the EU;USE;withdrawal from the EU;1016 European construction
c_8a6f744c;right of withdrawal from the European Union;USE;withdrawal from the EU;1016 European construction
1618;right to associate;USE;freedom of association;1236 rights and freedoms
5596;right to bring a case;USE;right of action;1221 justice
5596;right to bring an action;USE;right of action;1221 justice
5596;right to bring proceedings;USE;right of action;1221 justice
6628;right to care;USE;right to health;1236 rights and freedoms
1636;right to commit suicide;USE;freedom of self-determination;1236 rights and freedoms
3974;right to counsel's visits;USE;rights of the defence;1221 justice
514;right to culture;;;1236 rights and freedoms
543;right to demonstrate;;;1236 rights and freedoms
3915;right to development;;;1236 rights and freedoms
512;right to education;;;1236 rights and freedoms
6277;right to euthanasia;USE;euthanasia;1236 rights and freedoms
3906;right to freedom of movement;USE;freedom of movement;1236 rights and freedoms
6628;right to health;;;1236 rights and freedoms
7411;right to housing;;;1236 rights and freedoms
513;right to information;;;1236 rights and freedoms
1436;right to interfere;USE;interference;0816 international security
516;right to justice;;;1236 rights and freedoms
3906;right to move freely;USE;freedom of movement;1236 rights and freedoms
7348;right to physical integrity;;;1236 rights and freedoms
2828;right to privacy;USE;protection of privacy;1236 rights and freedoms
c_d02647e2;right to re-use information;USE;right to reuse information;3231 information and information processing
7348;right to respect for the human body;USE;right to physical integrity;1236 rights and freedoms
c_d02647e2;right to reuse information;;;3231 information and information processing
717;right to stand for election;;;1236 rights and freedoms
531;right to stopover;;;4806 transport policy
533;right to strike;;;4426 labour law and labour relations
516;right to trial;USE;right to justice;1236 rights and freedoms
548;right to vote;;;1236 rights and freedoms
520;right to work;;;1236 rights and freedoms
7352;rights of access;;;2806 family
552;rights of aliens;;;1231 international law
5600;rights of civil servants;;;0436 executive power and public service
553;rights of minorities;;;1236 rights and freedoms
3370;rights of patients;USE;patient's rights;2841 health
3974;rights of the accused;USE;rights of the defence;1221 justice
3974;rights of the defence;;;1221 justice
3370;rights of the dying;USE;patient's rights;2841 health
538;rights of the individual;;;1236 rights and freedoms
2356;rinderpest;USE;animal plague;5631 agricultural activity
4737;ring road;USE;expressway;4816 land transport
4146;rise in prices;USE;price increase;2451 prices
3728;risk;USE;insured risk;2431 insurance
c_406ad4cc;risk analysis;USE;risk management;4021 management
c_406ad4cc;risk assessment;USE;risk management;4021 management
5157;risk capital;USE;venture capital;2421 free movement of capital
c_406ad4cc;risk management;;;4021 management
4076;risk of explosion;USE;industrial hazard;5206 environmental policy
4029;risk to employment;USE;job security;4406 employment
260;river;USE;watercourse;5211 natural environment
260;river basin;USE;watercourse;5211 natural environment
4735;river canal;USE;inland waterway;4821 maritime and inland waterway transport
8461;river cruise;USE;river tourism;2826 social affairs
8461;river excursion;USE;river tourism;2826 social affairs
1278;river hydrology;USE;hydrology;3606 natural and applied sciences
1447;river port;USE;harbour installation;4821 maritime and inland waterway transport
8461;river tourism;;;2826 social affairs
4515;river traffic;USE;inland waterway transport;4821 maritime and inland waterway transport
4515;river transport;USE;inland waterway transport;4821 maritime and inland waterway transport
8461;river trip;USE;river tourism;2826 social affairs
3438;road;USE;road network;4816 land transport
153;road building;;;6831 building and public works
5209;road cabotage;;;4816 land transport
3438;road connection;USE;road network;4816 land transport
4409;road fund licence;USE;vehicle tax;2446 taxation
4409;road fund tax;USE;vehicle tax;2446 taxation
4533;road haulage;USE;road transport;4816 land transport
4741;road maintenance service;USE;road services department;2846 construction and town planning
3438;road network;;;4816 land transport
c_a02c420c;road passenger rights;USE;passenger rights;4806 transport policy
4047;road safety;;;4806 transport policy
4741;road services department;;;2846 construction and town planning
4162;road signs and signals;USE;traffic signs;4806 transport policy
4409;road tax;USE;vehicle tax;2446 taxation
2301;road tax disc;USE;toll;4806 transport policy
3127;road traffic;;;4816 land transport
7944;road traffic offence;USE;traffic offence;1216 criminal law
4533;road transport;;;4816 land transport
5215;road transport tariff;;;4806 transport policy
6912;road tunnel;USE;tunnel;4806 transport policy
3055;roadside checks;USE;police checks;0431 politics and public safety
3117;roadworthiness tests;;;4806 transport policy
c_ccac12ef;roaming;;;3226 communications
c_ccac12ef;roaming charge;USE;roaming;3226 communications
c_ccac12ef;roaming rate;USE;roaming;3226 communications
c_ccac12ef;roaming service;USE;roaming;3226 communications
1772;roasted malt;USE;malt;6026 foodstuff
3848;robot;USE;industrial robot;6411 technology and technical regulations
3740;robotics;;;3236 information technology and data processing
3744;robotisation;;;6411 technology and technical regulations
3744;robotization;USE;robotisation;6411 technology and technical regulations
5874;rodent;;;5211 natural environment
4756;roll-call vote;;;0426 parliamentary proceedings
2421;rolled product;USE;plate;6411 technology and technical regulations
5065;rolled steel;USE;steel;6816 iron, steel and other metal industries
5289;rolling;USE;metalworking;6816 iron, steel and other metal industries
3831;rolling mill;USE;iron and steel-working machinery;6816 iron, steel and other metal industries
2234;rolling stock;;;4816 land transport
2416;root crop;;;6006 plant product
1607;root vegetable;;;6006 plant product
4723;rosé wine;;;6021 beverages and sugar
6318;rotation cropping;USE;crop rotation;5621 cultivation of agricultural land
5277;round table;USE;conference proceedings;3221 documentation
5875;royalism;;;0406 political framework
1387;rubber article;USE;rubber industry;6811 chemistry
1387;rubber industry;;;6811 chemistry
1387;rubber product;USE;rubber industry;6811 chemistry
1387;rubber production;USE;rubber industry;6811 chemistry
5316;rubber tree;USE;tropical forest;5636 forestry
1158;rubbish dump;USE;waste management;5206 environmental policy
5622;rule of law;;;0406 political framework
2771;rule of origin;USE;originating product;2021 international trade
885;rule under emergency powers;;;0431 politics and public safety
3561;rules of procedure;;;0431 politics and public safety
1538;ruling;;;1221 justice
5997;ruling class;;;2821 social framework
601;rum;USE;spirits;6021 beverages and sugar
5034;ruminant;USE;cattle;5626 means of agricultural production
1083;running costs;USE;overheads;4026 accounting
195;runway;USE;airport;4826 air and space transport
3079;rural area;USE;rural region;1616 regions and regional policy
6033;rural community;;;2846 construction and town planning
1923;rural depopulation;USE;rural migration;2811 migration
1542;rural development;;;1616 regions and regional policy
1222;rural environment;USE;rural habitat;2846 construction and town planning
1923;rural exodus;USE;rural migration;2811 migration
1222;rural habitat;;;2846 construction and town planning
1923;rural migration;;;2811 migration
1542;rural planning;USE;rural development;1616 regions and regional policy
2558;rural population;;;2816 demography and population
3079;rural region;;;1616 regions and regional policy
4739;rural road;USE;country road;4816 land transport
4739;rural road system;USE;country road;4816 land transport
507;rural settlement;;;2846 construction and town planning
7391;rural sociology;;;3611 humanities
3341;rural tourism;;;2826 social affairs
3079;rural zone;USE;rural region;1616 regions and regional policy
4059;rye;;;6006 plant product
6273;sabbatical leave;USE;special leave;4416 organisation of work and working conditions
4311;saccharine;USE;food substitute;6026 foodstuff
7397;sacred text;;;2831 culture and religion
7397;sacred writings;USE;sacred text;2831 culture and religion
6007;safeguard clause;USE;protective clause;0806 international affairs
4029;safeguarding jobs;USE;job security;4406 employment
1743;safeguarding peace;USE;peacekeeping;0816 international security
5889;safety at sea;USE;maritime safety;4806 transport policy
4039;safety at the workplace;USE;occupational safety;4416 organisation of work and working conditions
468;safety belt;USE;safety device;4811 organisation of transport
468;safety device;;;4811 organisation of transport
5314;safety in the home;USE;accident in the home;2826 social affairs
6569;safety of food;USE;food safety;2841 health
4045;safety of individuals;USE;public safety;0431 politics and public safety
4042;safety of nuclear installations;USE;nuclear safety;6621 electrical and nuclear industries
4042;safety of nuclear power stations;USE;nuclear safety;6621 electrical and nuclear industries
5234;safety standard;;;6411 technology and technical regulations
4286;safety stock;USE;minimum stock;4021 management
2352;sailor;USE;crew;4811 organisation of transport
1604;salad vegetable;USE;leaf vegetable;6006 plant product
c_a2e1def8;salamander;USE;amphibian;5211 natural environment
3843;salary;USE;pay;4421 personnel management and staff remuneration
4663;sale;;;2031 marketing
5513;sale of objects belonging to the national heritage;USE;art trade;2831 culture and religion
407;sales agent;;;2036 distributive trades
3070;sales aid;;;1606 economic policy
3603;sales assistant;USE;sales staff;2036 distributive trades
5451;sales ban;USE;market approval;2031 marketing
2803;sales campaign;USE;sales promotion;2031 marketing
474;sales network;USE;distributive trades;2036 distributive trades
2786;sales occupation;;;2036 distributive trades
2803;sales promotion;;;2031 marketing
3604;sales representative;;;2036 distributive trades
3603;sales staff;;;2036 distributive trades
5055;salicylic acid;USE;organic acid;6811 chemistry
416;salinisation;USE;desertification;5216 deterioration of the environment
c_28750470;salmonellosis;USE;food-borne disease;2841 health
1607;salsify;USE;root vegetable;6006 plant product
3758;salt;;;6611 coal and mining industries
608;salt water;USE;saltwater;5211 natural environment
2779;salted food;USE;salted product;6026 foodstuff
2779;salted foodstuff;USE;salted product;6026 foodstuff
2779;salted product;;;6026 foodstuff
608;saltwater;;;5211 natural environment
835;salvage grant;USE;aid to undertakings;1606 economic policy
4213;sample survey;;;1631 economic analysis
623;sampling;;;1631 economic analysis
3866;sanction (EU);;;1011 European Union law
c_1c478aa5;sanction or restrictive measure of the European Union;USE;EU restrictive measure;1016 European construction
1074;sandwich training;USE;vocational training;4406 employment
3905;satellite;;;4826 air and space transport
30;satellite communications;;;3226 communications
6852;satellite navigation;;;4811 organisation of transport
4712;satellite town;;;2846 construction and town planning
2731;sauerkraut;USE;vegetable product;6026 foodstuff
2738;sausage;USE;meat product;6026 foodstuff
834;savings;;;1626 national accounts
5090;savings and loan association;USE;mortgage bank;2416 financial institutions and credit
5089;savings bank;;;2416 financial institutions and credit
3471;sawdust;USE;wood residue;6836 wood industry
6825;sawing industry;USE;sawmill;6836 wood industry
6825;sawmill;;;6836 wood industry
1603;scallion;USE;bulb vegetable;6006 plant product
c_623f2583;scallop;USE;bivalve mollusc;5641 fisheries
574;scam;USE;economic offence;1216 criminal law
c_b9c60592;scandium;USE;rare earth;6811 chemistry
6192;scanner;;;3236 information technology and data processing
601;schnapps;USE;spirits;6021 beverages and sugar
1380;scholarship;USE;education grant;3216 organisation of teaching
873;school;USE;educational institution;3211 teaching
627;school abroad;;;3211 teaching
1098;school absence;USE;school attendance;3216 organisation of teaching
48;school administration;USE;educational administration;3216 organisation of teaching
373;school age;;;3216 organisation of teaching
1098;school attendance;;;3216 organisation of teaching
1784;school book;USE;school textbook;3216 organisation of teaching
7341;school canteen;;;3216 organisation of teaching
2794;school curriculum;USE;teaching curriculum;3216 organisation of teaching
6905;school dropout;USE;dropout;3206 education
1927;school environment;;;3216 organisation of teaching
1081;school expenses;USE;school fees;3216 organisation of teaching
1081;school fees;;;3216 organisation of teaching
682;school for handicapped children;USE;special education;3211 teaching
682;school for the blind;USE;special education;3211 teaching
682;school for the deaf;USE;special education;3211 teaching
1444;school inspection;;;3216 organisation of teaching
1597;school legislation;;;3206 education
4705;school life;;;3216 organisation of teaching
3278;school materials;USE;teaching materials;3216 organisation of teaching
1855;school medicine;;;2841 health
3606;school results;;;3216 organisation of teaching
2794;school subjects;USE;teaching curriculum;3216 organisation of teaching
4357;school system;USE;educational system;3216 organisation of teaching
1784;school textbook;;;3216 organisation of teaching
4534;school transport;;;3216 organisation of teaching
3216;school-industry relations;;;3216 organisation of teaching
3280;school-working life relations;;;3216 organisation of teaching
3968;schooling;;;3206 education
779;schools broadcast;USE;distance learning;3206 education
4554;schoolwork;;;3216 organisation of teaching
6715;science of danger;USE;hazard science;3606 natural and applied sciences
668;science of education;USE;education;3206 education
1896;science of measurement;USE;metrology;3606 natural and applied sciences
3627;science park;USE;technology park;6806 industrial structures and policy
442850;science philosophy;USE;philosophy of science;3611 humanities
7130;scientific analysis;USE;scientific report;3221 documentation
3842;scientific apparatus;;;6821 mechanical engineering
7130;scientific assessment;USE;scientific report;3221 documentation
5473;scientific calculation;;;3236 information technology and data processing
6059;scientific committee (EU);;;1006 EU institutions and European civil service
223;scientific cooperation;;;0811 cooperation policy
6303;scientific discovery;;;6416 research and intellectual property
494;scientific documentation;USE;documentation;3221 documentation
798;scientific education;;;3211 teaching
7130;scientific evaluation;USE;scientific report;3221 documentation
5122;scientific exchange;;;0811 cooperation policy
5808;scientific information;USE;scientific press;3226 communications
3842;scientific instrument;USE;scientific apparatus;6821 mechanical engineering
4869;scientific library;;;3221 documentation
3842;scientific material;USE;scientific apparatus;6821 mechanical engineering
7130;scientific opinion;USE;scientific report;3221 documentation
2478;scientific policy;USE;research policy;6416 research and intellectual property
5808;scientific press;;;3226 communications
3586;scientific profession;;;6416 research and intellectual property
2797;scientific progress;;;6416 research and intellectual property
7130;scientific report;;;3221 documentation
2924;scientific research;;;6416 research and intellectual property
3586;scientific staff;USE;scientific profession;6416 research and intellectual property
798;scientific training;USE;scientific education;3211 teaching
3586;scientist;USE;scientific profession;6416 research and intellectual property
5305;scintigraphy;USE;medical diagnosis;2841 health
4653;scooter;USE;two-wheeled vehicle;4816 land transport
4417;scout plane;USE;military aircraft;0821 defence
5294;scrap;USE;metal waste;5216 deterioration of the environment
5294;scrap metal;USE;metal waste;5216 deterioration of the environment
5601;screen;;;3236 information technology and data processing
1854;screening for disease;USE;disease prevention;2841 health
1854;screening for illness;USE;disease prevention;2841 health
3825;screw;USE;bolt and screw industry;6816 iron, steel and other metal industries
3598;sculptor;USE;artistic profession;2831 culture and religion
5882;sculpture;;;2831 culture and religion
1870;sea;;;5211 natural environment
2437;sea fish;;;5641 fisheries
2308;sea fishing;;;5641 fisheries
3100;sea letter;USE;ship's passport;4806 transport policy
4522;sea transport;USE;maritime transport;4821 maritime and inland waterway transport
4522;sea transport connection;USE;maritime transport;4821 maritime and inland waterway transport
5889;sea transport safety;USE;maritime safety;4806 transport policy
1050;sea-bed;;;5211 natural environment
2352;sea-going personnel;USE;crew;4811 organisation of transport
4522;seagoing traffic;USE;maritime transport;4821 maritime and inland waterway transport
6406;seal;;;5211 natural environment
195;seaplane base;USE;airport;4826 air and space transport
1447;seaport;USE;harbour installation;4821 maritime and inland waterway transport
3972;search;;;1221 justice
c_f7430876;search and rescue;;;0811 cooperation policy
c_f7430876;search and rescue mission;USE;search and rescue;0811 cooperation policy
c_f7430876;search and rescue operation;USE;search and rescue;0811 cooperation policy
6773;search engine;;;3226 communications
376;search for a job;USE;job application;4411 labour market
376;search for employment;USE;job application;4411 labour market
919;search for resources;USE;evaluation of resources;5206 environmental policy
444;search profile;USE;selective dissemination of information;3221 documentation
c_f7430876;search-and-rescue operation;USE;search and rescue;0811 cooperation policy
5941;seasonal employment;;;4406 employment
1038;seasonal fluctuation;USE;cyclical fluctuation;1611 economic conditions
1925;seasonal migration;;;2811 migration
5980;seasonal unemployment;;;4406 employment
5941;seasonal work;USE;seasonal employment;4406 employment
4563;seasonal worker;;;4411 labour market
2948;seasoning plant;USE;aromatic plant;6006 plant product
4180;seat of institution;;;0431 politics and public safety
608;seawater;USE;saltwater;5211 natural environment
1204;seaweed;USE;algae;5641 fisheries
199;second Lomé Convention;;;1016 European construction
200;second Yaoundé Convention;USE;Yaoundé Convention;1016 European construction
4701;second ballot;;;0416 electoral procedure and voting
425;second chamber;USE;Upper House;0421 parliament
760;second generation migrant;USE;child of migrant;2811 migration
5584;second stage of EMU;;;2411 monetary economics
3198;second-hand goods;USE;used goods;2026 consumption
799;secondary education;;;3211 teaching
4864;secondary journal;USE;bibliography;3221 documentation
4018;secondary legislation;;;1011 European Union law
3464;secondary residence;;;2816 demography and population
799;secondary school;USE;secondary education;3211 teaching
4016;secondary sector;;;1621 economic structure
4766;secret ballot;;;0416 electoral procedure and voting
4140;secret service;;;0821 defence
5170;secret society;;;2826 social affairs
4766;secret vote;USE;secret ballot;0416 electoral procedure and voting
3680;secretarial allowance;;;0421 parliament
3583;secretarial staff;;;4006 business organisation
5885;secretariat of an Institution;;;1006 EU institutions and European civil service
3583;secretary;USE;secretarial staff;4006 business organisation
3803;section;;;6411 technology and technical regulations
3831;section mill;USE;iron and steel-working machinery;6816 iron, steel and other metal industries
4817;sectoral agreement;;;2021 international trade
995;sectoral aid;;;1606 economic policy
1731;sectoral analysis;USE;input-output analysis;1631 economic analysis
2408;sectoral planning;;;1606 economic policy
2518;sectoral policy;USE;structural policy;1606 economic policy
5625;secular State;;;0406 political framework
787;secular education;;;3211 teaching
6862;secularity;;;0406 political framework
4646;securities;;;2421 free movement of capital
1804;securities market;USE;financial market;2421 free movement of capital
c_e749c083;securities settlement system;USE;payment system;2421 free movement of capital
6777;security camera surveillance;USE;video surveillance;3226 communications
3437;security forces;USE;paramilitary force;0821 defence
4025;security of supply;;;2016 trade
3993;security of the State;USE;threat to national security;1216 criminal law
3610;security service;USE;service occupation;6846 miscellaneous industries
5888;security services;;;6846 miscellaneous industries
6391;sedimentology;;;3606 natural and applied sciences
4081;seed;;;5626 means of agricultural production
6902;seed capital;USE;early-stage capital;2426 financing and investment
6902;seed financing;USE;early-stage capital;2426 financing and investment
1668;seed flax;;;6006 plant product
6902;seed money;USE;early-stage capital;2426 financing and investment
4255;seed testing station;USE;experimental farm;5606 agricultural policy
2409;seedling;;;5626 means of agricultural production
3141;seismic monitoring;;;5206 environmental policy
4176;seismology;;;3606 natural and applied sciences
3839;seizure by court order;USE;seizure of goods;1221 justice
3839;seizure of goods;;;1221 justice
22;select committee;USE;specialised committee;0421 parliament
4072;selection of pupils;;;3206 education
444;selective dissemination of information;;;3221 documentation
3008;selective distribution agreement;;;4031 competition
3128;selective hunting;USE;hunting regulations;5206 environmental policy
2947;selective waste collection;USE;waste recycling;5206 environmental policy
4084;selenium;USE;semi-metal;6816 iron, steel and other metal industries
1600;self-defence;;;1216 criminal law
4216;self-determination;;;0806 international affairs
3545;self-employed person;;;4411 labour market
3545;self-employed worker;USE;self-employed person;4411 labour market
6008;self-employment;;;4406 employment
4226;self-financing;;;2426 financing and investment
7195;self-improvement;USE;personal development;2826 social affairs
4233;self-management;;;4426 labour law and labour relations
6609;self-regulation;;;1206 sources and branches of the law
3248;self-service bank;USE;electronic banking;2416 financial institutions and credit
3211;self-service store;;;2036 distributive trades
330;self-sufficiency farming;;;5631 agricultural activity
3488;self-sufficiency in agricultural produce;USE;self-sufficiency in food;0806 international affairs
5201;self-sufficiency in energy;;;6606 energy policy
3488;self-sufficiency in food;;;0806 international affairs
4389;self-sufficiency rate;;;2016 trade
4186;self-supply;;;2016 trade
4389;self-supply rate;USE;self-sufficiency rate;2016 trade
3210;selling at a loss;;;2031 marketing
2664;selling price;;;2451 prices
c_a17a2156;semantic web;;;3226 communications
1670;semantics;USE;linguistics;3611 humanities
50;semi-conductor;USE;electronic component;6826 electronics and electrical engineering
2780;semi-finished goods;USE;semi-manufactured goods;6806 industrial structures and policy
2780;semi-finished product;USE;semi-manufactured goods;6806 industrial structures and policy
2780;semi-manufactured goods;;;6806 industrial structures and policy
4084;semi-metal;;;6816 iron, steel and other metal industries
4535;semi-public transport;;;4811 organisation of transport
2209;semi-skilled worker;;;4411 labour market
1103;semi-soft cheese;;;6016 processed agricultural produce
4722;semi-sparkling wine;USE;sparkling wine;6021 beverages and sugar
701;senatorial election;USE;parliamentary election;0416 electoral procedure and voting
1079;sending of documents;USE;provision of documents;3221 documentation
2333;senior citizen;USE;elderly person;2816 demography and population
5085;senior management;;;4411 labour market
1047;senior official;USE;civil servant;0436 executive power and public service
5436;seniority;;;4421 personnel management and staff remuneration
2619;seniority bonus;USE;bonus payment;4421 personnel management and staff remuneration
5958;sensitive area;;;5216 deterioration of the environment
2781;sensitive good;USE;sensitive product;2021 international trade
5958;sensitive natural area;USE;sensitive area;5216 deterioration of the environment
2781;sensitive product;;;2021 international trade
6052;sensory additive;USE;food additive;6036 food technology
3878;sentence;USE;penalty;1216 criminal law
2947;separate waste collection;USE;waste recycling;5206 environmental policy
2339;separated person;;;2806 family
4093;separation of powers;;;0406 political framework
3317;separation of property;USE;judicial separation;2806 family
1999;separatist movement;USE;autonomous movement;0431 politics and public safety
4139;serial publication;;;3221 documentation
4139;serials;USE;serial publication;3221 documentation
4095;sericulture;;;5631 agricultural activity
4139;series;USE;serial publication;3221 documentation
5172;seropositivity;USE;AIDS;2841 health
5251;servant (EU);;;1006 EU institutions and European civil service
5251;servant of the European Union;USE;servant (EU);1006 EU institutions and European civil service
5251;servants of the European Communities;USE;servant (EU);1006 EU institutions and European civil service
4099;service;;;2026 consumption
6365;service concession;;;2006 trade policy
1384;service industry;;;6846 miscellaneous industries
1821;service mark;USE;trademark;6416 research and intellectual property
3610;service occupation;;;6846 miscellaneous industries
6771;service provider;USE;Internet access provider;3226 communications
3610;service staff;USE;service occupation;6846 miscellaneous industries
5206;services company;;;4011 business classification
5725;services contract;;;2006 trade policy
6369;services of general economic interest;USE;services of general interest;2026 consumption
6369;services of general interest;;;2026 consumption
6369;services of public interest;USE;services of general interest;2026 consumption
4021;services sector;USE;tertiary sector;1621 economic structure
4145;sesame;;;6006 plant product
1270;sesame oil;USE;vegetable oil;6016 processed agricultural produce
4145;sesame seed;USE;sesame;6006 plant product
4072;set intake figures;USE;selection of pupils;3206 education
1144;set-aside;;;5611 agricultural structures and production
3112;settlement of disputes;;;0816 international security
1343;severance pay;;;4406 employment
6408;sewage sludge;;;5216 deterioration of the environment
612;sewer water;USE;wastewater;5216 deterioration of the environment
4741;sewers;USE;road services department;2846 construction and town planning
1418;sewing;USE;textile industry;6841 leather and textile industries
1726;sewing machine;USE;textile machine;6841 leather and textile industries
7389;sex;USE;sexuality;3611 humanities
c_ba4acdb2;sex change;USE;gender reassignment;1236 rights and freedoms
681;sex education;;;3211 teaching
454;sexism;USE;sexual discrimination;1236 rights and freedoms
4727;sexual abuse;USE;sexual violence;1216 criminal law
4727;sexual assault;USE;sexual violence;1216 criminal law
5572;sexual crime;USE;sexual offence;1216 criminal law
454;sexual discrimination;;;1236 rights and freedoms
3911;sexual freedom;;;1236 rights and freedoms
5659;sexual harassment;;;1216 criminal law
1942;sexual minority;;;1236 rights and freedoms
3353;sexual mutilation;;;2826 social affairs
5572;sexual offence;;;1216 criminal law
6616;sexual tourism;;;1216 criminal law
4727;sexual violence;;;1216 criminal law
7389;sexuality;;;3611 humanities
5721;sexually transmitted disease;;;2841 health
c_834b57c4;shadow banking;;;2421 free movement of capital
c_834b57c4;shadow banking system;USE;shadow banking;2421 free movement of capital
5074;shadow cabinet;;;0431 politics and public safety
c_834b57c4;shadow financial system;USE;shadow banking;2421 free movement of capital
574;shady deal;USE;economic offence;1216 criminal law
c_ece9dd5b;shale gas;;;6616 oil industry
1603;shallot;USE;bulb vegetable;6006 plant product
4874;shanty town;USE;slum;2846 construction and town planning
3698;shape-memory alloy;;;6411 technology and technical regulations
5362;share;;;2421 free movement of capital
5218;share capital;;;4006 business organisation
5362;share certificate;USE;share;2421 free movement of capital
1890;share farming;;;5616 farming systems
262;share price;USE;price of securities;2421 free movement of capital
1890;share tenancy;USE;share farming;5616 farming systems
936;share-cropper;USE;farmer;5616 farming systems
1890;share-cropping;USE;share farming;5616 farming systems
5389;shareholder;;;4006 business organisation
2264;shareholding;;;4006 business organisation
6735;sharia;USE;Islamic law;1206 sources and branches of the law
c_68ddcc11;sharing economy;USE;collaborative economy;1621 economic structure
2211;sheep;;;5626 means of agricultural production
1108;sheep's milk cheese;;;6016 processed agricultural produce
4691;sheepmeat;;;6011 animal product
3802;sheet;;;6411 technology and technical regulations
1669;sheet bar;USE;ingot;6411 technology and technical regulations
1669;sheet billet;USE;ingot;6411 technology and technical regulations
4676;sheet glass;USE;glass;6811 chemistry
3802;sheet metal;USE;sheet;6411 technology and technical regulations
574;shell game;USE;economic offence;1216 criminal law
